accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material
ERS1261907,qiita_sid_1030:1030.TVF.2004.Loc2.D10.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261908,qiita_sid_1030:1030.TVF.2004.Loc2.D10.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261909,qiita_sid_1030:1030.TVF.2004.Loc2.D10.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261910,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261911,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261912,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261913,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261914,qiita_sid_1030:1030.TVF.2004.Loc3.D0.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261915,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261916,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261917,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261918,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261919,qiita_sid_1030:1030.TVF.2004.Loc3.D10.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261920,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261921,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261922,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261923,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261924,qiita_sid_1030:1030.TVF.2004.Loc4.D0.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261925,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261926,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261927,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261928,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261929,qiita_sid_1030:1030.TVF.2004.Loc4.D10.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261930,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261931,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261932,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261933,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261934,qiita_sid_1030:1030.TVF.2004.Loc5.D0.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261935,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep1,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261936,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep2,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261937,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep3,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261938,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep4,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261939,qiita_sid_1030:1030.TVF.2004.Loc5.D10.Rep5,-145.64,64.35,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261940,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261941,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261942,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261943,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261944,qiita_sid_1030:1030.TVF.2010.Loc1.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261945,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261946,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261947,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261948,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261949,qiita_sid_1030:1030.TVF.2010.Loc1.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261950,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261951,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261952,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261953,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261954,qiita_sid_1030:1030.TVF.2010.Loc2.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261955,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261956,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261957,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261958,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261959,qiita_sid_1030:1030.TVF.2010.Loc2.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261960,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261961,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261962,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261963,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261964,qiita_sid_1030:1030.TVF.2010.Loc3.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261965,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261966,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261967,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261968,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261969,qiita_sid_1030:1030.TVF.2010.Loc3.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261970,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261971,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261972,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261973,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261974,qiita_sid_1030:1030.TVF.2010.Loc4.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261975,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261976,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261977,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261978,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261979,qiita_sid_1030:1030.TVF.2010.Loc4.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261980,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261981,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261982,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261983,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261984,qiita_sid_1030:1030.TVF.2010.Loc5.D0.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261985,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep1,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261986,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep2,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261987,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep3,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261988,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep4,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261989,qiita_sid_1030:1030.TVF.2010.Loc5.D10.Rep5,-145.69,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261990,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261991,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261992,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261993,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261994,qiita_sid_1030:1030.TVF.Control.Loc1.D0.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261995,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261996,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261997,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261998,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1261999,qiita_sid_1030:1030.TVF.Control.Loc1.D10.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262000,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262001,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262002,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262003,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262004,qiita_sid_1030:1030.TVF.Control.Loc2.D0.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262005,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262006,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262007,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262008,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262009,qiita_sid_1030:1030.TVF.Control.Loc2.D10.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262010,qiita_sid_1030:1030.TVF.Control.Loc3.D0.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262011,qiita_sid_1030:1030.TVF.Control.Loc3.D0.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262012,qiita_sid_1030:1030.TVF.Control.Loc3.D0.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262013,qiita_sid_1030:1030.TVF.Control.Loc3.D0.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262014,qiita_sid_1030:1030.TVF.Control.Loc3.D0.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262015,qiita_sid_1030:1030.TVF.Control.Loc3.D10.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262016,qiita_sid_1030:1030.TVF.Control.Loc3.D10.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262017,qiita_sid_1030:1030.TVF.Control.Loc3.D10.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262018,qiita_sid_1030:1030.TVF.Control.Loc3.D10.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262019,qiita_sid_1030:1030.TVF.Control.Loc3.D10.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262020,qiita_sid_1030:1030.TVF.Control.Loc4.D0.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262021,qiita_sid_1030:1030.TVF.Control.Loc4.D0.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262022,qiita_sid_1030:1030.TVF.Control.Loc4.D0.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262023,qiita_sid_1030:1030.TVF.Control.Loc4.D0.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262024,qiita_sid_1030:1030.TVF.Control.Loc4.D0.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262025,qiita_sid_1030:1030.TVF.Control.Loc4.D10.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262026,qiita_sid_1030:1030.TVF.Control.Loc4.D10.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262027,qiita_sid_1030:1030.TVF.Control.Loc4.D10.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262028,qiita_sid_1030:1030.TVF.Control.Loc4.D10.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262029,qiita_sid_1030:1030.TVF.Control.Loc4.D10.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262030,qiita_sid_1030:1030.TVF.Control.Loc5.D0.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262031,qiita_sid_1030:1030.TVF.Control.Loc5.D0.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262032,qiita_sid_1030:1030.TVF.Control.Loc5.D0.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262033,qiita_sid_1030:1030.TVF.Control.Loc5.D0.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262034,qiita_sid_1030:1030.TVF.Control.Loc5.D0.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262035,qiita_sid_1030:1030.TVF.Control.Loc5.D10.Rep1,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262036,qiita_sid_1030:1030.TVF.Control.Loc5.D10.Rep2,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262037,qiita_sid_1030:1030.TVF.Control.Loc5.D10.Rep3,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262038,qiita_sid_1030:1030.TVF.Control.Loc5.D10.Rep4,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1262039,qiita_sid_1030:1030.TVF.Control.Loc5.D10.Rep5,-145.8,64.33,GAZ:United States of America,MGYS00003860,forest biome,forest soil,soil
ERS1266160,qiita_sid_1033:1033.Antarctic.soil.10A.,-58.24,-62.05,GAZ:Antarctica;Antarctica:Comandante Ferrar Station,MGYS00003754,polar desert biome,surface soil,soil
ERS1266161,qiita_sid_1033:1033.Antarctic.soil.10A.2.1,-58.24,-62.05,GAZ:Antarctica;Antarctica:Comandante Ferrar Station,MGYS00003754,polar desert biome,surface soil,soil
ERS1266162,qiita_sid_1033:1033.Antarctic.soil.10B,-58.24,-62.05,GAZ:Antarctica;Antarctica:Comandante Ferrar Station,MGYS00003754,polar desert biome,surface soil,soil
ERS1266163,qiita_sid_1033:1033.Antarctic.soil.3A.,-58.24,-62.05,GAZ:Antarctica;Antarctica:Comandante Ferrar Station,MGYS00003754,polar desert biome,surface soil,soil
ERS1266164,qiita_sid_1033:1033.Antarctic.soil.3B.,-58.24,-62.05,GAZ:Antarctica;Antarctica:Comandante Ferrar Station,MGYS00003754,polar desert biome,surface soil,soil
ERS1266165,qiita_sid_1033:1033.Antarctic.soil.3B.7.2,-58.24,-62.05,GAZ:Antarctica;Antarctica:Comandante Ferrar Station,MGYS00003754,polar desert biome,oil contaminated soil,soil
ERS1266166,qiita_sid_1033:1033.Antarctic.soil.4A.,-58.24,-62.05,GAZ:Antarctica;Antarctica:Comandante Ferrar Station,MGYS00003754,polar desert biome,surface soil,soil
ERS1266167,qiita_sid_1033:1033.Antarctic.soil.4B,-58.24,-62.05,GAZ:Antarctica;Antarctica:Comandante Ferrar Station,MGYS00003754,polar desert biome,surface soil,soil
